firstName,lastName,year,teamname,leaguename,phase,draftRound,overall,signed,"drafting team",draftPosit,borndate,place,ht,WT,Bats,Throws,draftRegionID,PlayerID,retroid,mlbid,playerClass,schoolDivision,g,ab,r,h,dbl,tpl,hr,rbi,sb,cs,bb,so,hbp,sh,sf,ibb,gdp,tb,pa,xbh,sgl,avg,obp,slg,ops,seca,iso,babip,bb%,so%,so/bb,ab/hr
Anthony,DePino,2025,"Rhode Island","Atlantic 10 Conference",June-Reg,7,196,Y,"Chicago White Sox",3B,2/19/2003,"New Haven,CT",'5-11,218,R,R,RI,240708,,834962,Sr,"NCAA 1",58,226,85,80,21,2,20,61,21,4,57,42,14,0,2,0,4,165,299,43,37,.354,.505,.730,1.235,.704,.376,.361,19.06,14.05,0.74,11.30
Kevin,Bazzell,2024,"Texas Tech","Big 12 Conference",June-Reg,3,79,Y,"Washington Nationals",C,3/29/2003,"Dallas,TX",'6-1,205,R,R,TX,240712,,695494,Jr,"NCAA 1",49,186,37,57,13,0,6,32,4,1,22,22,8,0,1,0,5,88,217,19,38,.306,.401,.473,.874,.301,.167,.321,10.14,10.14,1.00,31.00
Hudson,White,2024,Arkansas,"Southeastern Conference",June-Reg,9,267,Y,"Boston Red Sox",C,8/9/2002,"Fort Worth,TX",'5-11,200,R,R,AR,240713,,695742,Jr,"NCAA 1",46,158,30,47,12,0,8,33,0,1,23,28,4,0,2,0,2,83,187,20,27,.297,.396,.525,.921,.367,.228,.315,12.30,14.97,1.22,19.75
Cam,Clayton,2024,Washington,"Pacific-12 Conference",June-Reg,14,424,Y,"Miami Marlins",SS,7/6/2002,"Bend,OR",'6-1,205,R,R,WA,240747,,701784,Jr,"NCAA 1",51,200,42,54,9,2,7,29,7,2,30,43,6,0,2,0,1,88,238,18,36,.270,.378,.440,.818,.345,.170,.309,12.61,18.07,1.43,28.57
Coby,Morales,2023,Washington,"Pacific-12 Conference",June-Reg,18,552,Y,"New York Yankees",OF,12/5/2001,"Downey,CA",'6-1,225,L,R,WA,240756,,815089,Jr,"NCAA 1",55,217,49,72,11,0,12,52,1,2,40,59,2,0,5,0,4,119,264,23,49,.332,.432,.548,.980,.396,.216,.397,15.15,22.35,1.48,18.08
Logan,Braunschweig,2025,Alabama-Birmingham,"American Athletic Conference",June-Reg,9,277,Y,"Atlanta Braves",OF,11/29/2002,"Lakeland,FL",'6-1,195,L,R,AL,240785,,824742,Sr,"NCAA 1",53,204,52,65,14,1,7,31,27,4,38,34,5,1,0,0,3,102,248,22,43,.319,.437,.500,.937,.480,.181,.356,15.32,13.71,0.89,29.14
Blake,Rambusch,2022,Auburn,"Southeastern Conference",June-Reg,15,456,Y,"Seattle Mariners",SS,8/31/1999,"Austin,TX",'5-9,175,R,R,AL,240835,,800683,jr,"NCAA 1",65,266,55,87,13,1,4,37,16,5,28,36,15,3,4,0,3,114,316,18,69,.327,.415,.429,.844,.248,.102,.361,8.86,11.39,1.29,66.50
Sean,Keys,2024,Bucknell,"Patriot League",June-Reg,4,125,Y,"Toronto Blue Jays",3B,5/26/2003,"Huntington,NY",'6-2,225,L,R,PA,240866,,815873,Jr,"NCAA 1",46,163,44,66,19,3,13,57,4,1,35,26,13,0,2,0,2,130,213,35,31,.405,.535,.798,1.333,.626,.393,.421,16.43,12.21,0.74,12.54
Anthony,Silvas,2023,Kean,"New Jersey Athletic Conference",June-Reg,16,477,Y,"Minnesota Twins",P,9/2/2002,"Moreno Valley,CA",'6-3,220,R,R,CA,240874,,695760,So,CCCAA,8,17,0,3,1,0,0,2,0,0,0,4,0,0,0,0,0,4,17,1,2,.176,.176,.235,.411,.059,.059,.231,0.00,23.53,0.00,0.00
Ali,Camarillo,2024,"Texas A&M","Southeastern Conference",June-Reg,12,346,Y,"Oakland Athletics",SS,5/15/2003,"Chula Vista,CA",'6-1,180,R,R,TX,240925,,701548,Jr,"NCAA 1",64,235,47,69,13,0,7,36,9,0,32,52,6,1,2,0,4,103,276,20,49,.294,.389,.438,.827,.319,.144,.348,11.59,18.84,1.63,33.57
Cole,Mathis,2024,"College of Charleston","Colonial Athletic Association",June-Reg,2,54,Y,"Chicago Cubs",3B,7/25/2003,"Columbus,GA",'6-1,210,R,R,SC,240952,,695573,jr,"NCAA 1",52,200,63,67,17,2,14,57,14,2,46,32,7,0,1,0,1,130,254,33,34,.335,.472,.650,1.122,.605,.315,.342,18.11,12.60,0.70,14.29
Luke,Cantwell,2025,Pittsburgh,"Atlantic Coast Conference",June-Reg,20,610,Y,"San Diego Padres",1B,1/14/2003,"Warrington,PA",'6-0,200,L,R,PA,241062,,822877,Sr,"NCAA 1",55,200,45,64,18,1,6,45,6,0,55,39,12,0,5,0,6,102,267,25,39,.320,.482,.510,.992,.495,.190,.363,20.60,14.61,0.71,33.33
Jac,Caglianone,2024,Florida,"Southeastern Conference",June-Reg,1,6,Y,"Kansas City Royals",TWP,2/9/2003,"Tampa,FL",'6-5,250,L,L,FL,241070,caglj001,695506,Jr,"NCAA 1",64,242,80,100,8,0,34,71,3,0,55,26,10,0,0,0,5,210,307,42,58,.413,.537,.868,1.405,.694,.455,.363,17.92,8.47,0.47,7.12
Cade,McGee,2024,"Texas Tech","Big 12 Conference",June-Reg,9,261,Y,"St. Louis Cardinals",3B,1/12/2003,"Tucson,AZ",'6-1,195,R,R,TX,241173,,801629,Jr,"NCAA 1",57,188,50,53,11,0,15,55,1,0,37,39,23,0,3,0,5,109,251,26,27,.282,.450,.580,1.030,.500,.298,.277,14.74,15.54,1.05,12.53
John,Garcia,2022,"Grambling State","Southwest Athletic Conference",June-Reg,19,583,Y,"Houston Astros",C,9/25/2000,"Santiago,DR",'6-0,195,R,R,LA,241196,,801039,jr,"NCAA 1",55,193,55,79,18,2,10,67,4,3,26,47,18,0,2,0,0,131,239,30,49,.409,.515,.679,1.194,.409,.270,.500,10.88,19.67,1.81,19.30
Carter,Mathison,2024,Indiana,"Big Ten Conference",June-Reg,5,162,Y,"Philadelphia Phillies",OF,1/26/2003,"Fort Wayne,IN",'6-1,215,L,L,IN,241306,,701296,Jr,"NCAA 1",60,231,55,60,16,0,13,44,5,0,40,67,7,0,5,0,0,115,283,29,31,.260,.378,.498,.876,.433,.238,.301,14.13,23.67,1.68,17.77
Brock,Tibbitts,2024,Indiana,"Big Ten Conference",June-Reg,13,397,Y,"Toronto Blue Jays",C,10/4/2002,"Naperville,IL",'6-4,225,R,R,IN,241308,,801903,Jr,"NCAA 1",46,176,34,55,12,2,4,43,2,1,21,30,10,0,6,0,0,83,213,18,37,.313,.404,.472,.876,.284,.159,.345,9.86,14.08,1.43,44.00
Fenwick,Trimble,2024,"James Madison","Sun Belt Conference",June-Reg,4,122,Y,"Miami Marlins",OF,8/29/2002,"Virginia Beach,VA",'6-3,200,R,R,VA,241332,,814458,Jr,"NCAA 1",61,244,71,90,21,1,14,65,16,2,29,23,9,2,1,0,6,155,285,36,54,.369,.452,.635,1.087,.443,.266,.365,10.18,8.07,0.79,17.43
Jason,Schiavone,2024,"James Madison","Sun Belt Conference",June-Reg,11,343,Y,"Houston Astros",C,3/19/2003,"Baltimore,MD",'6-3,200,R,R,VA,241334,,828395,Jr,"NCAA 1",61,208,52,59,12,2,18,51,9,3,37,64,4,4,1,0,2,129,254,32,27,.284,.400,.620,1.020,.543,.336,.323,14.57,25.20,1.73,11.56
Brendan,Jones,2024,"Kansas State","Big 12 Conference",June-Reg,12,361,Y,"New York Yankees",OF,4/24/2002,"Nashville,TN",'5-10,180,L,L,KS,241382,,800957,Jr,"NCAA 1",60,230,67,69,13,2,8,34,39,2,57,51,3,3,1,0,0,110,294,23,46,.300,.443,.478,.921,.587,.178,.355,19.39,17.35,0.89,28.75
Kaelen,Culpepper,2024,"Kansas State","Big 12 Conference",June-Reg,1,21,Y,"Minnesota Twins",SS,12/29/2002,"Memphis,TN",'6-0,185,R,R,KS,241383,,701785,Jr,"NCAA 1",60,241,51,79,13,6,11,57,17,4,36,40,7,0,4,0,6,137,288,30,49,.328,.424,.568,.992,.444,.240,.351,12.50,13.89,1.11,21.91
Rafe,Perich,2024,Lehigh,"Patriot League",June-Reg,7,225,Y,"Texas Rangers",3B,5/22/2002,"Allentown,PA",'6-3,225,B,R,PA,241431,,825927,Jr,"NCAA 1",42,152,32,58,11,0,6,41,4,1,34,23,1,0,2,0,4,87,189,17,41,.382,.492,.572,1.064,.434,.190,.416,17.99,12.17,0.68,25.33
Kyle,Walker,2025,"Arizona State","Big 12 Conference",June-Reg,8,246,Y,"Houston Astros",2B,1/11/2003,"Hazel Crest,IL",'5-9,185,R,R,AZ,241588,,809143,Jr,"NCAA 1",57,216,70,76,19,1,7,30,22,6,28,27,14,2,5,0,2,118,265,27,49,.352,.449,.546,.995,.398,.194,.369,10.57,10.19,0.96,30.86
Khadim,Diaw,2024,"Loyola Marymount","West Coast Conference",June-Reg,3,96,Y,"Minnesota Twins",C,8/23/2003,"Hoboken,NJ",'6-1,215,R,R,CA,241599,,813715,Jr,"NCAA 1",20,81,25,35,8,3,3,18,11,2,4,10,7,1,0,0,0,58,93,14,21,.432,.500,.716,1.216,.444,.284,.471,4.30,10.75,2.50,27.00
Zach,MacDonald,2024,Miami-Ohio,"Mid-American Conference",June-Reg,15,446,Y,"Detroit Tigers",OF,8/3/2003,"Portage,MI",'6-1,195,R,R,OH,241803,,822487,Jr,"NCAA 1",54,208,65,70,6,3,20,62,15,3,36,53,14,3,2,0,0,142,263,29,41,.337,.462,.683,1.145,.577,.346,.365,13.69,20.15,1.47,10.40
J.R.,Freethy,2024,Nevada,"Mountain West Conference",June-Reg,14,427,Y,"Toronto Blue Jays",2B,12/23/2002,"Walnut Creek,CA",'6-0,205,B,R,NV,241835,,701540,Jr,"NCAA 1",51,195,45,59,18,3,10,37,3,2,35,31,5,2,4,0,1,113,241,31,28,.303,.414,.579,.993,.462,.276,.310,14.52,12.86,0.89,19.50
Edgar,Alvarez,2024,"Nicholls State","Southland Conference",June-Reg,8,242,Y,"Chicago Cubs",1B,2/19/2001,"Orlando,FL",'6-4,225,L,R,LA,241966,,827294,5S,"NCAA 1",58,227,76,92,21,1,13,67,1,0,53,32,3,0,5,0,3,154,288,35,57,.405,.514,.678,1.192,.511,.273,.422,18.40,11.11,0.60,17.46
Mac,McCroskey,2023,"Oral Roberts","Summit League",June-Reg,20,594,Y,"Los Angeles Angels",SS,12/31/1999,"Conway,AR",'6-1,190,R,R,OK,242139,,815151,5S,"NCAA 1",66,271,67,85,10,2,14,64,17,5,34,46,5,2,6,0,3,141,318,26,59,.314,.392,.520,.912,.376,.206,.327,10.69,14.47,1.35,19.36
Bennett,Thompson,2024,Oregon,"Pacific-12 Conference",June-Reg,13,385,Y,"Cleveland Guardians",C,12/16/2002,"Medford,OR",'5-10,196,R,R,OR,242149,,701750,Jr,"NCAA 1",50,168,35,48,8,3,3,24,8,2,22,28,9,0,3,0,5,71,202,14,34,.286,.391,.423,.814,.304,.137,.321,10.89,13.86,1.27,56.00
Jacob,Walsh,2025,Oregon,"Big Ten Conference",June-Reg,15,441,Y,"Washington Nationals",1B,3/11/2003,"Henderson,NV",'6-4,225,L,L,OR,242152,,701862,Sr,"NCAA 1",58,232,54,77,17,0,19,60,8,0,36,50,7,0,1,0,2,151,275,36,41,.332,.435,.651,1.086,.509,.319,.354,13.09,18.18,1.39,12.21
Anson,Aroz,2025,Oregon,"Big Ten Conference",June-Reg,19,585,Y,"Los Angeles Dodgers",C,10/31/2002,"Auburn,CA",'5-11,195,B,R,OR,242160,,695484,Sr,"NCAA 1",57,199,54,56,9,0,17,53,6,3,36,45,13,5,4,0,5,116,253,26,30,.281,.417,.583,1.000,.497,.302,.277,14.23,17.79,1.25,11.71
Joel,Dragoo,2024,Presbyterian,"Big South Conference",June-Reg,7,222,Y,"Philadelphia Phillies",OF,1/8/2003,"Longview,TX",'6-1,200,R,R,SC,242243,,811780,Jr,"NCAA 1",56,197,58,79,20,2,18,67,11,2,43,33,7,0,7,0,6,157,254,40,39,.401,.508,.797,1.305,.660,.396,.399,16.93,12.99,0.77,10.94
Scott,Bandura,2023,Princeton,"Ivy League",June-Reg,7,210,Y,"San Francisco Giants",OF,8/2/2001,"Philadelphia,PA",'6-4,190,L,R,NJ,242403,,814154,Jr,"NCAA 1",47,182,46,66,13,3,12,45,15,2,31,36,2,1,3,0,1,121,219,28,38,.363,.454,.665,1.119,.544,.302,.394,14.16,16.44,1.16,15.17
Justin,DeCriscio,2025,"North Carolina State","Atlantic Coast Conference",June-Reg,10,310,Y,"San Diego Padres",SS,3/24/2003,"Orange,CA",'5-10,160,R,R,NC,242553,,813664,Sr,"NCAA 1",52,190,45,55,12,2,8,44,2,1,23,22,10,1,7,0,8,95,224,22,33,.289,.383,.500,.883,.337,.211,.281,10.27,9.82,0.96,23.75
Ariel,Armas,2024,"San Diego","West Coast Conference",June-Reg,5,153,Y,"Chicago Cubs",C,11/29/2002,"San Diego,CA",'5-10,185,R,R,CA,242554,,813666,Jr,"NCAA 1",55,198,39,59,8,0,6,29,6,2,27,33,7,8,1,0,2,85,241,14,45,.298,.399,.429,.828,.288,.131,.331,11.20,13.69,1.22,33.00
Cole,Messina,2024,"South Carolina","Southeastern Conference",June-Reg,3,77,Y,"Colorado Rockies",C,5/14/2003,"Mount Pleasant,SC",'6-0,230,R,R,SC,242621,,701783,Jr,"NCAA 1",59,224,64,73,19,1,21,71,8,3,50,67,10,0,2,0,6,157,286,41,32,.326,.465,.701,1.166,.621,.375,.377,17.48,23.43,1.34,10.67
Jeron,Williams,2023,Toledo,"Mid-American Conference",June-Reg,9,284,Y,"Houston Astros",SS,9/29/2000,"Archbold,OH",'6-1,180,R,R,OH,242895,,700784,Sr,"NCAA 1",55,238,67,96,16,4,14,48,49,4,22,37,10,3,4,0,1,162,277,34,62,.403,.467,.681,1.148,.559,.278,.429,7.94,13.36,1.68,17.00
Josh,Kross,2024,Cincinnati,"Big 12 Conference",June-Reg,6,171,Y,"St. Louis Cardinals",C,2/2/2003,"Savannah,GA",'6-2,226,B,R,OH,242900,,811339,Jr,"NCAA 1",57,221,50,70,14,0,19,65,1,0,23,41,26,0,2,0,2,141,272,33,37,.317,.438,.638,1.076,.430,.321,.313,8.46,15.07,1.78,11.63
Aaron,Parker,2024,"UC Santa Barbara","Big West Conference",June-Reg,6,187,Y,"Toronto Blue Jays",C,1/17/2003,"Los Altos,CA",'5-9,200,R,R,CA,242956,,801590,Jr,"NCAA 1",48,190,42,72,12,0,12,51,0,0,27,38,4,0,3,0,4,120,224,24,48,.379,.460,.632,1.092,.395,.253,.420,12.05,16.96,1.41,15.83
Zander,Darby,2024,"UC Santa Barbara","Big West Conference",June-Reg,12,358,Y,"San Francisco Giants",3B,11/26/2002,"Palo Alto,CA",'6-3,197,L,R,CA,242958,,801592,Jr,"NCAA 1",50,193,37,53,6,2,6,33,5,2,22,40,2,1,5,0,2,81,223,14,39,.275,.347,.420,.767,.275,.145,.309,9.87,17.94,1.82,32.17
Duce,Gourson,2024,UCLA,"Pacific-12 Conference",June-Reg,9,264,Y,"Pittsburgh Pirates",SS,9/20/2002,"San Diego,CA",'6-0,200,L,R,CA,242970,,701546,Jr,"NCAA 1",51,191,37,55,16,0,7,27,8,1,38,57,10,0,2,0,8,92,241,23,32,.288,.427,.482,.909,.429,.194,.372,15.77,23.65,1.50,27.29
Nick,McLain,2024,"Arizona State","Pacific-12 Conference",June-Reg,3,78,Y,"Chicago White Sox",OF,12/16/2002,"Irvine,CA",'5-10,190,B,L,AZ,242971,,695607,Jr,"NCAA 1",48,187,51,64,18,3,12,54,6,2,33,27,8,0,2,0,2,124,230,33,31,.342,.457,.663,1.120,.519,.321,.347,14.35,11.74,0.82,15.58
Kyle,DeBarge,2024,Louisiana,"Sun Belt Conference",June-Reg,1,33,Y,"Minnesota Twins",SS,7/15/2003,"Lake Charles,LA",'5-9,175,R,R,LA,242990,,814414,Jr,"NCAA 1",62,256,65,91,19,3,21,72,10,4,24,30,5,3,2,0,2,179,290,43,48,.355,.418,.699,1.117,.461,.344,.338,8.28,10.34,1.25,12.19
Matt,King,2025,"Arizona State","Big 12 Conference",June-Reg,10,293,Y,"Pittsburgh Pirates",SS,8/25/2002,"Houston,TX",'6-1,195,R,R,AZ,243031,,823153,Sr,"NCAA 1",56,216,47,87,18,1,7,55,8,2,20,20,9,0,5,0,3,128,250,26,61,.403,.464,.593,1.057,.310,.190,.412,8.00,8.00,1.00,30.86
Jonathan,Vastine,2025,Vanderbilt,"Southeastern Conference",June-Reg,19,580,Y,"San Diego Padres",SS,10/17/2002,"Bartow,FL",'5-11,174,L,R,TN,243079,,695570,Sr,"NCAA 1",60,196,44,53,6,1,9,35,9,3,29,69,0,3,4,0,4,88,232,16,37,.270,.358,.449,.807,.357,.179,.361,12.50,29.74,2.38,21.78
Griff,O'Ferrall,2024,Virginia,"Atlantic Coast Conference",June-Reg,1,32,Y,"Baltimore Orioles",SS,2/2/2003,"Richmond,VA",'6-1,195,R,R,VA,243098,,803172,Jr,"NCAA 1",63,284,64,92,20,1,5,52,17,4,22,24,3,4,10,0,5,129,323,26,66,.324,.367,.454,.821,.254,.130,.328,6.81,7.43,1.09,56.80
Casey,Saucke,2024,Virginia,"Atlantic Coast Conference",June-Reg,4,107,Y,"Chicago White Sox",OF,7/24/2003,"Rochester,NY",'6-3,210,R,R,VA,243099,,695565,Jr,"NCAA 1",62,256,56,88,18,0,14,65,9,1,28,54,4,1,7,0,3,148,296,32,56,.344,.407,.578,.985,.375,.234,.379,9.46,18.24,1.93,18.29
Anthony,Stephan,2024,Virginia,"Atlantic Coast Conference",June-Reg,13,389,Y,"Cincinnati Reds",OF,12/16/2002,"Ridgewood,NJ",'5-11,195,L,R,VA,243102,,803174,Jr,"NCAA 1",45,134,28,41,10,2,2,23,7,3,28,25,4,5,0,0,1,61,171,14,27,.306,.440,.455,.895,.388,.149,.364,16.37,14.62,0.89,67.00
Colin,Tuft,2024,Tulane,"American Athletic Conference",June-Reg,8,249,Y,"Baltimore Orioles",C,1/24/2003,"Vienna,VA",'6-3,206,R,R,LA,243104,,702239,Jr,"NCAA 1",62,222,67,62,11,2,12,41,13,2,44,64,19,1,1,0,0,113,287,25,37,.279,.437,.509,.946,.477,.230,.340,15.33,22.30,1.45,18.50
Ethan,Anderson,2024,Virginia,"Atlantic Coast Conference",June-Reg,2,61,Y,"Baltimore Orioles",C,9/21/2003,"Honolulu,HI",'6-2,215,B,R,VA,243105,,803175,Jr,"NCAA 1",63,248,67,82,20,0,8,40,5,2,40,32,9,0,4,0,5,126,301,28,54,.331,.435,.508,.943,.351,.177,.349,13.29,10.63,0.80,31.00
Ryan,Minckler,2024,Niagara,"Metro Atlantic Athletic Conference",June-Reg,19,560,Y,"Washington Nationals",P,10/1/2002,"Bangkok,TH",'6-2,185,R,R,NY,243110,,828514,Jr,"NCAA 1",21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Elijah,Hainline,2024,"Oregon State","Pacific-12 Conference",June-Reg,7,220,Y,"Los Angeles Dodgers",SS,12/20/2002,"Spokane,WA",'5-10,181,R,R,OR,243145,,809944,Jr,"NCAA 1",59,214,50,60,16,3,11,45,6,0,39,60,5,3,1,0,2,115,262,30,30,.280,.402,.537,.939,.467,.257,.340,14.89,22.90,1.54,19.45
Will,Cresswell,2025,"Washington State","Mountain West Conference",June-Reg,18,532,Y,"Toronto Blue Jays",C,8/18/2003,"Tacoma,WA",'6-0,205,R,R,WA,243149,,701796,Sr,"NCAA 1",43,155,23,51,13,1,5,43,2,1,19,35,4,1,5,0,2,81,184,19,32,.329,.404,.523,.927,.323,.194,.383,10.33,19.02,1.84,31.00
JJ,Wetherholt,2024,"West Virginia","Big 12 Conference",June-Reg,1,7,Y,"St. Louis Cardinals",SS,9/10/2002,"Baltimore,MD",'5-10,190,L,R,WV,243174,wethj002,802139,Jr,"NCAA 1",36,124,30,41,8,0,8,30,6,0,30,17,6,1,3,0,2,73,164,16,25,.331,.472,.589,1.061,.548,.258,.324,18.29,10.37,0.57,15.50
Brandon,Butterworth,2024,"North Carolina State","Atlantic Coast Conference",June-Reg,12,360,Y,"San Diego Padres",SS,8/29/2002,"Charlotte,NC",'5-10,168,R,R,NC,243176,,822578,Jr,"NCAA 1",59,216,46,54,12,2,7,31,13,1,40,36,4,0,3,0,2,91,263,21,33,.250,.373,.421,.794,.412,.171,.267,15.21,13.69,0.90,30.86
Nick,Mitchell,2024,Indiana,"Big Ten Conference",June-Reg,4,136,Y,"Toronto Blue Jays",OF,9/3/2003,"Carmel,IN",'5-10,185,L,R,IN,243190,,814455,Jr,"NCAA 1",54,203,62,68,15,3,5,49,7,0,40,36,11,0,6,0,1,104,260,23,45,.335,.458,.512,.970,.409,.177,.375,15.38,13.85,0.90,40.60
Brock,Rodden,2023,"Wichita State","American Athletic Conference",June-Reg,5,160,Y,"Seattle Mariners",SS,5/25/2000,"Durant,OK",'5-7,170,B,R,KS,243222,,801126,Jr,"NCAA 1",55,221,62,82,18,2,17,64,12,3,39,26,6,0,2,0,1,155,268,37,45,.371,.474,.701,1.175,.548,.330,.361,14.55,9.70,0.67,13.00
Payton,Tolle,2024,"Texas Christian","Big 12 Conference",June-Reg,2,50,Y,"Boston Red Sox",P,11/1/2002,"Stillwater,OK",'6-6,250,L,L,TX,243232,tollp001,801139,Jr,"NCAA 1",28,55,5,10,2,0,2,13,0,0,5,21,5,0,1,0,1,18,66,4,6,.182,.303,.327,.630,.236,.145,.242,7.58,31.82,4.20,27.50
Marshall,Toole,2024,Wofford,"Southern Conference",June-Reg,15,451,Y,"New York Yankees",OF,3/17/2003,"Decatur,GA",'5-11,185,L,R,SC,243260,,828319,Jr,"NCAA 1",62,256,83,96,15,10,9,64,43,3,38,49,6,10,4,0,2,158,314,34,62,.375,.461,.617,1.078,.547,.242,.431,12.10,15.61,1.29,28.44
Blake,Burke,2024,Tennessee,"Southeastern Conference",June-Reg,1,34,Y,"Milwaukee Brewers",1B,6/11/2003,"Oakland,CA",'6-3,236,L,L,TN,243385,,695501,Jr,"NCAA 1",68,267,71,101,28,1,19,59,11,2,34,43,2,0,1,0,3,188,304,48,53,.378,.451,.704,1.155,.487,.326,.398,11.18,14.14,1.26,14.05
Broedy,Poppell,2025,"Florida A&M","Southwest Athletic Conference",June-Reg,13,386,Y,"San Francisco Giants",C,6/13/2002,"Tallahassee,FL",'5-11,180,B,R,FL,243390,,701435,Sr,"NCAA 1",58,212,58,69,7,9,12,53,7,4,47,41,5,0,4,0,3,130,268,28,41,.325,.451,.613,1.064,.524,.288,.350,17.54,15.30,0.87,17.67
Anthony,Donofrio,2024,"North Carolina","Atlantic Coast Conference",June-Reg,10,303,Y,"Seattle Mariners",OF,6/28/2000,"Massapequa,NY",'6-3,195,L,R,NC,243400,,823703,Gr,"NCAA 1",58,225,60,76,19,6,7,52,19,2,44,44,2,0,2,0,3,128,273,32,44,.338,.447,.569,1.016,.502,.231,.392,16.12,16.12,1.00,32.14
Pier-Olivier,Boucher,2023,"Southern Illinois","Missouri Valley Conference",June-Reg,10,309,Y,"Atlanta Braves",OF,12/3/1999,"Levis,QC",'6-2,185,L,R,IL,243456,,815294,Sr,"NCAA 1",57,236,46,79,11,4,16,43,19,3,22,49,11,0,1,0,6,146,270,31,48,.335,.415,.619,1.034,.445,.284,.366,8.15,18.15,2.23,14.75
Austin,Smith,2025,"San Diego","West Coast Conference",June-Reg,10,292,Y,"Toronto Blue Jays",OF,4/11/2003,"San Diego,CA",'5-11,185,L,L,CA,243457,,801563,Sr,"NCAA 1",54,218,46,77,18,1,6,48,6,1,16,17,10,0,6,0,5,115,250,25,52,.353,.412,.528,.940,.271,.175,.353,6.40,6.80,1.06,36.33
Robert,Hipwell,2024,"Santa Clara","West Coast Conference",June-Reg,6,178,Y,"San Francisco Giants",3B,3/6/2003,"Los Gatos,CA",'6-3,220,L,R,CA,243539,,813771,Jr,"NCAA 1",18,66,15,18,5,1,3,10,1,0,18,21,2,0,0,0,1,34,86,9,9,.273,.442,.515,.957,.530,.242,.357,20.93,24.42,1.17,22.00
Will,Turner,2024,"South Alabama","Sun Belt Conference",June-Reg,7,207,Y,"Boston Red Sox",OF,9/18/2002,"Dothan,AL",'5-11,200,L,L,AL,243583,,814444,Jr,"NCAA 1",56,197,49,43,13,0,9,24,12,6,56,47,9,4,2,0,1,83,268,22,21,.218,.409,.421,.830,.518,.203,.238,20.90,17.54,0.84,21.89
Jacob,Jenkins-Cowart,2024,"East Carolina","American Athletic Conference",June-Reg,8,244,Y,"Miami Marlins",OF,12/24/2002,"Greensboro,NC",'6-6,212,L,R,NC,243586,,801881,Jr,"NCAA 1",63,265,61,90,19,0,13,79,7,2,21,42,3,4,6,0,8,148,299,32,58,.340,.386,.558,.944,.317,.218,.356,7.02,14.05,2.00,20.38
Jeremiah,Jenkins,2024,Maine,"America East Conference",June-Reg,14,418,Y,"San Francisco Giants",1B,5/5/2003,"Falls Church,VA",'6-4,238,L,L,ME,243588,,815877,Jr,"NCAA 1",49,185,47,63,12,0,22,50,0,3,35,34,3,1,1,0,4,141,225,34,29,.341,.451,.762,1.213,.595,.421,.315,15.56,15.11,0.97,8.41
Ryan,McCrystal,2024,"East Carolina","American Athletic Conference",June-Reg,9,269,Y,"Cincinnati Reds",C,10/4/2002,"Richmond,VA",'6-2,215,L,R,NC,243621,,701734,Jr,"NCAA 1",54,188,26,65,10,1,7,39,2,0,16,24,3,3,2,0,3,98,212,18,47,.346,.402,.521,.923,.271,.175,.365,7.55,11.32,1.50,26.86
Luke,Nowak,2025,Illinois-Chicago,"Missouri Valley Conference",June-Reg,17,518,Y,"Kansas City Royals",OF,12/25/2002,"Menomonee Falls,WI",'5-10,190,L,L,IL,243624,,804114,Sr,"NCAA 1",53,222,55,86,17,3,5,37,28,2,28,37,3,0,4,0,1,124,257,25,61,.387,.455,.559,1.014,.414,.172,.440,10.89,14.40,1.32,44.40
Randal,Diaz,2024,"Indiana State","Missouri Valley Conference",June-Reg,5,141,Y,"Washington Nationals",SS,5/20/2003,"Bayamon,PR",'6-0,205,R,R,IN,243656,,695538,Jr,"NCAA 1",59,253,55,91,15,0,18,55,7,2,31,35,6,0,3,0,3,160,293,33,58,.360,.437,.632,1.069,.415,.272,.360,10.58,11.95,1.13,14.06
Jake,Casey,2025,"Kent State","Mid-American Conference",June-Reg,15,442,Y,"Toronto Blue Jays",OF,4/17/2003,"Cincinnati,OH",'6-2,190,L,R,OH,243668,,814457,Sr,"NCAA 1",56,208,74,74,20,4,17,55,20,8,37,56,23,1,0,0,0,153,269,41,33,.356,.500,.736,1.236,.615,.380,.422,13.75,20.82,1.51,12.24
Matt,Halbach,2024,"UC San Diego","Big West Conference",June-Reg,10,302,Y,"Chicago Cubs",3B,1/17/2003,"San Jose,CA",'6-3,215,R,R,CA,243677,,801561,Jr,"NCAA 1",19,71,23,29,9,0,3,18,4,0,11,12,5,0,1,0,1,47,88,12,17,.408,.511,.662,1.173,.465,.254,.456,12.50,13.64,1.09,23.67
Joseph,Sullivan,2024,"South Alabama","Sun Belt Conference",June-Reg,7,223,Y,"Houston Astros",OF,7/1/2002,"Birmingham,AL",'5-11,198,L,L,AL,243680,,813896,Jr,"NCAA 1",38,128,35,34,5,1,9,32,14,1,28,40,14,0,2,0,0,68,172,15,19,.266,.442,.531,.973,.586,.265,.309,16.28,23.26,1.43,14.22
