firstName,lastName,year,teamname,leaguename,phase,draftRound,overall,signed,"drafting team",draftPosit,borndate,place,ht,WT,Bats,Throws,draftRegionID,PlayerID,retroid,mlbid,playerClass,schoolDivision,g,ab,r,h,dbl,tpl,hr,rbi,sb,cs,bb,so,hbp,sh,sf,ibb,gdp,tb,pa,xbh,sgl,avg,obp,slg,ops,seca,iso,babip,bb%,so%,so/bb,ab/hr
Kris,Goodman,2015,Iowa,"Big Ten Conference",June-Reg,32,956,Y,"Miami Marlins",3B,1/5/1993,"St. Paul,MN",'6-1,193,R,R,IA,168495,,664738,Sr,"NCAA 1",59,214,37,56,11,5,3,26,10,4,30,36,6,6,2,0,9,86,258,19,37,.262,.365,.402,.767,.308,.140,.299,11.63,13.95,1.20,71.33
Eric,Toole,2015,Iowa,"Big Ten Conference",June-Reg,22,647,Y,"Colorado Rockies",OF,2/8/1993,"Council Bluffs,IA",'6-0,180,L,R,IA,168501,,664902,Sr,"NCAA 1",59,252,42,77,8,4,1,28,27,7,22,33,8,4,5,0,3,96,291,13,64,.306,.373,.381,.754,.242,.075,.341,7.56,11.34,1.50,252.00
Garrett,Kennedy,2015,Miami,"Atlantic Coast Conference",June-Reg,14,432,Y,"Los Angeles Dodgers",C,12/13/1992,"Miami,FL",'6-1,205,L,R,FL,168521,,613588,Sr,"NCAA 1",64,222,53,71,11,1,7,51,1,0,39,28,8,4,2,0,5,105,275,19,52,.320,.435,.473,.908,.333,.153,.339,14.18,10.18,0.72,31.71
Austin,Bossart,2015,Penn,"Ivy League",June-Reg,14,414,Y,"Philadelphia Phillies",C,7/4/1993,"Abilene,TX",'6-2,210,R,R,PA,168538,,664866,Sr,"NCAA 1",37,137,21,49,13,0,4,27,6,3,13,18,6,1,6,0,4,74,163,17,32,.358,.420,.540,.960,.299,.182,.372,7.98,11.04,1.38,34.25
Austin,Bailey,2015,"San Diego","West Coast Conference",June-Reg,21,639,Y,"Kansas City Royals",SS,7/3/1992,"Wildomar,CA",'5-10,160,B,R,CA,168552,,605127,Sr,"NCAA 1",54,207,39,65,8,3,1,27,2,4,29,37,2,0,3,0,4,82,241,12,53,.314,.398,.396,.794,.213,.082,.372,12.03,15.35,1.28,207.00
Brooks,Marlow,2015,Texas,"Big 12 Conference",June-Reg,29,859,Y,"Houston Astros",2B,6/24/1993,"Giddings,TX",'5-9,185,L,R,TX,168579,,665080,Sr,"NCAA 1",55,215,20,54,8,1,6,24,0,0,21,45,2,12,1,0,5,82,251,15,39,.251,.322,.381,.703,.228,.130,.291,8.37,17.93,2.14,35.83
Kenny,Towns,2015,Virginia,"Atlantic Coast Conference",June-Reg,20,615,Y,"Los Angeles Angels",3B,12/19/1992,"Fairfax,VA",'5-11,180,R,R,VA,168592,,657271,Sr,"NCAA 1",68,267,41,79,21,2,5,67,2,3,27,35,6,1,7,0,3,119,308,28,51,.296,.365,.446,.811,.247,.150,.316,8.77,11.36,1.30,53.40
Nathan,Foriest,2015,"Middle Tennessee","Conference USA",June-Reg,35,1047,Y,"San Diego Padres",P,1/28/1992,"Kingston Springs,TN",'6-2,190,R,L,TN,168628,,592317,5S,"NCAA 1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Collin,Ferguson,2015,"St. Mary's CA","West Coast Conference",June-Reg,17,497,Y,"Colorado Rockies",1B,2/9/1993,"Santa Cruz,CA",'6-2,215,L,L,CA,168732,,656417,Sr,"NCAA 1",55,208,45,70,24,1,8,39,6,4,43,47,7,2,1,0,1,120,261,33,37,.337,.463,.577,1.040,.457,.240,.403,16.48,18.01,1.09,26.00
Joseph,Chavez,2015,"UC Riverside","Big West Conference",June-Reg,30,896,Y,"Miami Marlins",SS,6/26/1993,"Pomona,CA",'5-11,175,R,R,CA,168766,,665063,Sr,"NCAA 1",54,201,37,62,9,4,4,14,9,3,21,53,7,6,2,0,2,91,237,17,45,.308,.390,.453,.843,.279,.145,.397,8.86,22.36,2.52,50.25
Jake,Fincher,2015,"North Carolina State","Atlantic Coast Conference",June-Reg,29,862,Y,"Chicago White Sox",OF,1/26/1993,"Charlotte,NC",'6-1,185,R,R,NC,168778,,656421,Sr,"NCAA 1",57,189,43,55,7,3,3,22,1,1,17,28,8,6,2,0,3,77,222,13,42,.291,.370,.407,.777,.206,.116,.325,7.66,12.61,1.65,63.00
Logan,Ratledge,2015,"North Carolina State","Atlantic Coast Conference",June-Reg,13,397,Y,"Pittsburgh Pirates",SS,7/20/1992,"Charlotte,NC",'5-11,190,R,R,NC,168782,,664239,Sr,"NCAA 1",59,231,53,76,19,2,10,41,11,3,32,34,13,2,5,0,2,129,283,31,45,.329,.431,.558,.989,.403,.229,.344,11.31,12.01,1.06,23.10
Tyler,Sullivan,2015,Pacific,"West Coast Conference",June-Reg,14,412,Y,"Chicago White Sox",OF,11/21/1992,"Stockton,CA",'5-9,180,L,L,CA,168816,,664867,Sr,"NCAA 1",51,211,35,74,13,3,0,19,11,5,20,25,5,3,2,0,6,93,241,16,58,.351,.416,.441,.857,.213,.090,.394,8.30,10.37,1.25,0.00
Chris,Godinez,2015,Bradley,"Missouri Valley Conference",June-Reg,18,552,Y,"Los Angeles Dodgers",2B,4/20/1993,"Evanston,IL",'5-8,185,R,R,IL,168818,,656470,Jr,"NCAA 1",48,149,51,45,14,1,5,19,15,4,46,27,17,1,2,0,1,76,215,20,25,.302,.505,.510,1.015,.591,.208,.336,21.40,12.56,0.59,29.80
Dylan,Bosheers,2015,"Tennessee Tech","Ohio Valley Conference",June-Reg,15,444,Y,"Philadelphia Phillies",SS,5/7/1992,"Columbia,TN",'6-1,190,R,R,TN,168872,,605149,Jr,"NCAA 1",52,205,50,69,20,1,9,43,4,0,29,20,6,0,5,0,5,118,245,30,39,.337,.424,.576,1.000,.400,.239,.331,11.84,8.16,0.69,22.78
Austin,Byler,2015,Nevada,"Mountain West Conference",June-Reg,11,316,Y,"Arizona Diamondbacks",1B,10/15/1992,"Peoria,AZ",'6-3,225,L,R,NV,168910,,656280,Sr,"NCAA 1",56,198,69,65,18,2,14,52,9,3,54,57,20,2,2,0,0,129,276,34,31,.328,.507,.652,1.159,.626,.324,.395,19.57,20.65,1.06,14.14
Tanner,Anderson,2015,Harvard,"Ivy League",June-Reg,20,607,Y,"Pittsburgh Pirates",P,5/27/1993,"Boynton Beach,FL",'6-2,203,R,R,MA,168930,andet003,664196,Sr,"NCAA 1",19,59,11,18,3,0,0,11,2,1,7,5,2,0,1,0,2,21,69,3,15,.305,.391,.356,.747,.186,.051,.327,10.14,7.25,0.71,0.00
Mike,Martin,2015,Harvard,"Ivy League",June-Reg,33,998,Y,"Oakland Athletics",OF,9/29/1992,"Hoffman Estates,IL",'6-0,175,R,R,MA,168935,,665033,Sr,"NCAA 1",39,153,30,46,6,2,3,18,19,5,18,20,2,0,3,0,2,65,176,11,35,.301,.375,.425,.800,.333,.124,.323,10.23,11.36,1.11,51.00
Andrew,Godail,2015,"Sam Houston State","Southland Conference",June-Reg,26,774,Y,"Philadelphia Phillies",P,1/10/1993,"Baton Rouge,LA",'5-11,205,L,L,TX,168944,,656468,Sr,"NCAA 1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Tyler,Follis,2015,"North Dakota","Western Athletic Conference",June-Reg,28,827,Y,"Colorado Rockies",SS,7/19/1993,"Bemidji,MN",'6-2,200,L,R,ND,168978,,665094,Sr,"NCAA 1",49,188,43,76,9,2,2,22,6,4,18,30,4,4,2,0,4,95,216,13,63,.404,.462,.505,.967,.207,.101,.468,8.33,13.89,1.67,94.00
Pat,Mackenzie,2015,"Central Michigan","Mid-American Conference",June-Reg,28,850,Y,"Detroit Tigers",2B,3/5/1992,"Royal Oak,MI",'5-8,170,L,R,MI,168990,,665083,5S,"NCAA 1",57,207,60,72,11,2,1,27,24,4,51,27,11,11,5,0,2,90,285,14,58,.348,.489,.435,.924,.430,.087,.386,17.89,9.47,0.53,207.00
Ryan,Howell,2015,Nevada,"Mountain West Conference",June-Reg,15,458,Y,"Oakland Athletics",2B,10/30/1992,"Oakland,CA",'6-2,205,R,R,NV,169000,,664957,Jr,"NCAA 1",56,215,54,67,14,3,17,65,1,1,36,51,12,1,10,0,7,138,274,34,33,.312,.421,.642,1.063,.498,.330,.318,13.14,18.61,1.42,12.65
Brian,Bien,2015,"Bowling Green","Mid-American Conference",June-Reg,31,939,Y,"Kansas City Royals",SS,9/2/1992,"Cincinnati,OH",'6-0,175,R,R,OH,169022,,665046,Sr,"NCAA 1",52,173,24,49,8,1,0,19,6,2,9,15,2,7,1,0,1,59,192,9,40,.283,.324,.341,.665,.133,.058,.308,4.69,7.81,1.67,0.00
Blake,Butera,2015,"Boston College","Atlantic Coast Conference",June-Reg,35,1048,Y,"Tampa Bay Rays",2B,8/7/1992,"Metairie,LA",'5-9,175,R,R,MA,169047,,613553,Sr,"NCAA 1",49,183,23,52,9,1,2,29,10,2,22,20,6,1,5,0,4,69,217,12,40,.284,.370,.377,.747,.257,.093,.301,10.14,9.22,0.91,91.50
Sean,Keselica,2015,"Virginia Tech","Atlantic Coast Conference",June-Reg,33,997,Y,"Pittsburgh Pirates",P,6/14/1993,"Summit,NJ",'6-2,210,L,L,VA,169069,,656613,Sr,"NCAA 1",49,115,11,36,7,0,0,19,2,0,13,15,3,0,1,0,4,43,132,7,29,.313,.394,.374,.768,.191,.061,.356,9.85,11.36,1.15,0.00
Alex,Perez,2015,"Virginia Tech","Atlantic Coast Conference",June-Reg,23,680,Y,"Minnesota Twins",SS,10/24/1992,"Miami,FL",'5-10,180,L,R,VA,169071,,664894,Sr,"NCAA 1",54,205,56,66,9,7,5,35,3,1,40,27,3,5,3,0,3,104,256,21,45,.322,.434,.507,.941,.390,.185,.347,15.63,10.55,0.68,41.00
Tanner,Rainey,2015,"West Alabama","Gulf South Conference",June-Reg,2,71,Y,"Cincinnati Reds",P,12/25/1992,"Folsom,LA",'6-3,245,R,R,AL,169083,raint003,663432,Sr,"NCAA 2",53,171,50,66,15,3,19,65,6,3,33,41,5,1,3,0,0,144,213,37,29,.386,.491,.842,1.333,.667,.456,.412,15.49,19.25,1.24,9.00
Campbell,Wear,2015,"UC Santa Barbara","Big West Conference",June-Reg,27,797,Y,"Colorado Rockies",C,10/23/1993,"San Diego,CA",'6-3,205,R,R,CA,169128,,665104,Sr,"NCAA 1",54,167,15,32,7,0,1,22,2,1,11,51,3,8,5,0,3,42,194,8,24,.192,.247,.251,.498,.132,.059,.258,5.67,26.29,4.64,167.00
Branden,Berry,2016,"Cal State Northridge","Big West Conference",June-Reg,33,983,Y,"Miami Marlins",1B,5/19/1993,"San Diego,CA",'6-4,225,R,R,CA,169161,,670315,Sr,"NCAA 1",53,197,31,58,13,1,9,44,4,1,22,36,14,3,0,0,3,100,236,23,35,.294,.403,.508,.911,.340,.214,.322,9.32,15.25,1.64,21.89
Luke,Willis,2015,"George Mason","Atlantic 10 Conference",June-Reg,30,909,Y,"Kansas City Royals",OF,11/9/1992,"Fairfax,VA",'5-11,190,R,R,VA,169187,,664694,Sr,"NCAA 1",51,214,50,76,15,2,4,29,29,5,21,24,12,3,0,0,3,107,250,21,55,.355,.441,.500,.941,.355,.145,.387,8.40,9.60,1.14,53.50
Christian,Cecilio,2015,"San Francisco","West Coast Conference",June-Reg,22,657,Y,"San Diego Padres",P,2/2/1993,"Santa Clara,CA",'6-2,185,B,L,CA,169188,,664899,Sr,"NCAA 1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Rob,Fonseca,2015,Northeastern,"Colonial Athletic Association",June-Reg,21,635,Y,"Seattle Mariners",1B,5/5/1993,"bellville,NJ",'6-2,205,R,R,MA,169203,,613566,Sr,"NCAA 1",45,179,35,49,10,0,15,41,1,0,25,44,5,0,1,0,1,104,210,25,24,.274,.376,.581,.957,.453,.307,.281,11.90,20.95,1.76,11.93
Michael,Foster,2015,Northeastern,"Colonial Athletic Association",June-Reg,16,473,Y,"Chicago Cubs",OF,11/4/1993,"Pickering,ON",'6-0,170,R,R,MA,169204,,601702,Sr,"NCAA 1",52,204,40,70,10,4,4,35,10,0,26,26,7,0,5,0,2,100,242,18,52,.343,.426,.490,.916,.324,.147,.369,10.74,10.74,1.00,51.00
Jared,Walsh,2015,Georgia,"Southeastern Conference",June-Reg,39,1185,Y,"Los Angeles Angels",1B,7/30/1993,"Brookfield,WI",'6-0,210,L,L,GA,169267,walsj001,665120,Sr,"NCAA 1",43,173,26,53,14,2,3,22,0,0,13,22,4,0,2,0,1,80,192,19,34,.306,.365,.462,.827,.231,.156,.333,6.77,11.46,1.69,57.67
Ben,Yokley,2015,"Air Force","Mountain West Conference",June-Reg,29,881,Y,"St. Louis Cardinals",P,9/1/1992,"Arvada,CO",'6-1,190,R,R,CO,169323,,665072,Sr,"NCAA 1",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Earl,Burl,2015,"Alcorn State","Southwest Athletic Conference",June-Reg,30,902,Y,"Toronto Blue Jays",OF,11/10/1993,"New Orleans,LA",'6-0,190,R,R,MS,169342,,665062,Sr,"NCAA 1",51,181,48,54,8,5,5,37,20,4,27,48,3,0,0,0,0,87,211,18,36,.298,.398,.481,.879,.420,.183,.383,12.80,22.75,1.78,36.20
Michael,Pierson,2015,"Appalachian State","Sun Belt Conference",June-Reg,21,645,Y,"Los Angeles Angels",3B,5/3/1992,"Coral Springs,FL",'5-11,200,L,R,NC,169357,,664243,Sr,"NCAA 1",53,191,39,66,13,1,7,38,1,3,41,28,5,2,2,0,2,102,241,21,45,.346,.469,.534,1.003,.393,.188,.373,17.01,11.62,0.68,27.29
Stuart,Levy,2015,"Arkansas State","Sun Belt Conference",June-Reg,27,823,Y,"Baltimore Orioles",C,8/21/1992,"Little Rock,AR",'6-2,185,R,R,AR,169368,,656653,Sr,"NCAA 1",55,201,33,45,12,0,2,26,1,1,17,56,15,9,3,0,8,63,245,14,31,.224,.326,.313,.639,.174,.089,.295,6.94,22.86,3.29,100.50
Will,Carter,2015,Alabama,"Southeastern Conference",June-Reg,14,423,Y,"New York Yankees",P,1/18/1993,"Gray,TN",'6-3,195,L,R,AL,169416,,657203,Sr,"NCAA 1",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Justin,Pacchioli,2015,Lehigh,"Patriot League",June-Reg,10,297,Y,"San Diego Padres",OF,9/28/1992,"Allentown,PA",'6-2,190,R,R,PA,169459,,664778,Sr,"NCAA 1",53,187,48,64,8,3,2,18,31,0,38,25,14,4,0,0,1,84,243,13,51,.342,.485,.449,.934,.476,.107,.388,15.64,10.29,0.66,93.50
Alex,Close,2015,Liberty,"Big South Conference",June-Reg,26,789,Y,"Kansas City Royals",C,3/19/1993,"Hoover,AL",'6-3,225,R,R,VA,169466,,657542,Sr,"NCAA 1",3,11,3,2,1,0,0,0,0,0,4,4,0,0,0,0,0,3,15,1,1,.182,.400,.273,.673,.455,.091,.286,26.67,26.67,1.00,0.00
Ashton,Perritt,2015,Liberty,"Big South Conference",June-Reg,24,708,Y,"Texas Rangers",P,9/8/1992,"Indianapolis,IN",'6-1,195,R,R,VA,169473,,656842,Sr,"NCAA 1",3,14,1,4,1,0,1,8,0,0,0,2,1,0,1,0,1,8,16,2,2,.286,.313,.571,.884,.286,.285,.250,0.00,12.50,0.00,14.00
Scott,Burcham,2015,"Sacramento State","Western Athletic Conference",June-Reg,25,737,Y,"Colorado Rockies",SS,6/17/1993,"La Quinta,CA",'5-11,185,R,R,CA,169536,,664883,Sr,"NCAA 1",60,243,46,80,9,6,4,33,16,6,22,34,2,3,5,0,8,113,275,19,61,.329,.382,.465,.847,.267,.136,.362,8.00,12.36,1.55,60.75
Brennan,Leitao,2015,"Sacramento State","Western Athletic Conference",June-Reg,26,791,Y,"St. Louis Cardinals",P,6/21/1993,"Irvine,CA",'6-1,205,R,R,CA,169542,,665107,Sr,"NCAA 1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Keaton,Jones,2015,"Texas Christian","Big 12 Conference",June-Reg,15,460,Y,"Detroit Tigers",SS,10/8/1992,"Laguna Beach,CA",'6-2,195,R,R,TX,169602,,664924,Sr,"NCAA 1",66,231,32,58,8,1,2,40,8,8,26,47,6,10,7,0,3,74,280,11,47,.251,.333,.320,.653,.182,.069,.296,9.29,16.79,1.81,115.50
Joey,Havrilak,2015,Akron,"Mid-American Conference",June-Reg,18,550,Y,"Detroit Tigers",OF,11/25/1991,"Washington,PA",'6-1,195,L,R,OH,169641,,664997,5S,"NCAA 1",58,225,47,78,15,3,5,34,17,3,32,31,6,4,3,0,1,114,270,23,55,.347,.436,.507,.943,.364,.160,.380,11.85,11.48,0.97,45.00
Nick,Lynch,2015,"UC Davis","Big West Conference",June-Reg,30,915,Y,"Los Angeles Angels",1B,2/23/1992,"Torrance,CA",'6-1,205,R,R,CA,169681,,665057,Sr,"NCAA 1",56,208,43,75,31,2,2,34,6,7,21,28,17,0,4,0,6,116,250,35,40,.361,.452,.558,1.010,.293,.197,.401,8.40,11.20,1.33,104.00
Izaak,Silva,2015,"UC Davis","Big West Conference",June-Reg,31,945,Y,"Los Angeles Angels",C,5/4/1992,"Soquel,CA",'5-10,190,R,R,CA,169684,,665044,Sr,"NCAA 1",56,206,30,66,19,3,1,31,6,3,24,38,1,2,1,0,4,94,234,23,43,.320,.392,.456,.848,.267,.136,.387,10.26,16.24,1.58,206.00
James,Vasquez,2015,"Central Florida","American Athletic Conference",June-Reg,25,745,Y,"Cincinnati Reds",1B,11/8/1992,"Palm City,FL",'6-0,220,L,L,FL,169695,,664881,Sr,"NCAA 1",57,222,32,60,11,0,7,38,0,0,19,34,8,0,1,0,7,92,250,18,42,.270,.348,.414,.762,.230,.144,.291,7.60,13.60,1.79,31.71
Kyle,Dowdy,2015,Houston,"American Athletic Conference",June-Reg,12,370,Y,"Detroit Tigers",P,2/3/1993,"Escondido,CA",'6-1,210,R,R,TX,169710,dowdk001,664871,Jr,"NCAA 1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Jensen,Park,2015,"Northern Colorado","Western Athletic Conference",June-Reg,32,947,Y,"Colorado Rockies",OF,12/10/1992,"Honolulu,HI",'5-10,168,R,R,CO,169806,,665043,Sr,"NCAA 1",43,173,38,73,11,3,6,34,13,0,11,17,5,2,1,0,5,108,192,20,53,.422,.468,.624,1.092,.341,.202,.444,5.73,8.85,1.55,28.83
Scott,Heineman,2015,Oregon,"Pacific-12 Conference",June-Reg,11,318,Y,"Texas Rangers",OF,12/4/1992,"Pacific Palisades,CA",'6-1,220,R,R,OR,169819,heins001,595981,Sr,"NCAA 1",50,169,28,49,12,0,4,23,16,6,21,30,5,6,3,0,3,73,204,16,33,.290,.379,.432,.811,.325,.142,.326,10.29,14.71,1.43,42.25
Logan,Cozart,2015,Ohio,"Mid-American Conference",June-Reg,21,617,Y,"Colorado Rockies",P,1/27/1993,"New Philadelphia,OH",'6-2,215,R,R,OH,169920,,664910,Sr,"NCAA 1",5,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,20.00,0.00,0.00
Jacob,Bodner,2015,Xavier,"Big East Conference",June-Reg,27,819,Y,"Kansas City Royals",P,1/31/1993,"Danville,KY",'5-10,185,R,R,OH,169946,,665097,Sr,"NCAA 1",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,100.00,0.00,0.00
Steve,Laurino,2015,Marist,"Metro Atlantic Athletic Conference",June-Reg,25,763,Y,"Baltimore Orioles",1B,1/5/1993,"Mineola,NY",'6-3,215,R,L,NY,170032,,664878,Sr,"NCAA 1",47,187,33,67,14,3,6,38,5,3,23,32,5,1,0,0,6,105,216,23,44,.358,.442,.561,1.003,.337,.203,.409,10.65,14.81,1.39,31.17
Kane,Sweeney,2015,"Morehead State","Ohio Valley Conference",June-Reg,29,873,Y,"New York Yankees",1B,10/6/1992,"Millstadt,IL",'6-3,220,L,R,KY,170049,,665075,Sr,"NCAA 1",59,235,64,83,17,1,15,62,1,0,53,48,8,0,3,0,5,147,299,33,50,.353,.482,.626,1.108,.502,.273,.389,17.73,16.05,0.91,15.67
Josh,Reavis,2015,Radford,"Big South Conference",June-Reg,38,1142,Y,"Toronto Blue Jays",C,9/11/1991,"La Jolla,CA",'6-2,200,R,R,VA,170059,,665187,5S,"NCAA 1",61,200,46,58,12,2,2,41,10,0,31,42,13,6,3,0,5,80,253,16,42,.290,.413,.400,.813,.315,.110,.352,12.25,16.60,1.35,100.00
Matt,Winn,2015,"Virginia Military","Southern Conference",June-Reg,14,426,Y,"San Francisco Giants",C,8/5/1992,"Richmond,VA",'6-1,210,R,R,VA,170128,,665000,5S,"NCAA 1",50,191,38,58,12,0,14,39,0,1,28,49,2,0,4,0,3,112,225,26,32,.304,.391,.586,.977,.424,.282,.333,12.44,21.78,1.75,13.64
Drew,Ferguson,2015,Belmont,"Ohio Valley Conference",June-Reg,19,559,Y,"Houston Astros",OF,8/3/1992,"Knoxville,TN",'5-11,188,R,R,TN,170259,,664916,Sr,"NCAA 1",58,233,72,92,26,4,11,60,26,2,31,24,15,0,5,0,5,159,284,41,51,.395,.486,.682,1.168,.524,.287,.399,10.92,8.45,0.77,21.18
Heath,Bowers,2015,Campbell,"Big South Conference",June-Reg,24,728,Y,"Oakland Athletics",P,7/25/1993,"Sanford,NC",'6-4,190,R,R,NC,170309,,664885,Sr,"NCAA 1",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Jake,Thomas,2015,Binghamton,"America East Conference",June-Reg,27,812,Y,"Toronto Blue Jays",OF,7/21/1993,"Merrick,NY",'5-10,190,L,R,NY,170347,,665102,Sr,"NCAA 1",40,142,31,50,14,2,2,29,8,2,29,22,7,0,2,0,1,74,180,18,32,.352,.478,.521,.999,.415,.169,.400,16.11,12.22,0.76,71.00
Mitch,Ghelfi,2015,Milwaukee,"Horizon League",June-Reg,28,841,Y,"Milwaukee Brewers",C,9/24/1992,"Elkhart,IN",'5-11,185,B,R,WI,170366,,662145,Sr,"NCAA 1",47,177,40,63,16,3,2,35,4,0,27,31,11,1,3,0,6,91,219,21,42,.356,.463,.514,.977,.333,.158,.415,12.33,14.16,1.15,88.50
John,Bormann,2015,"UT San Antonio","Conference USA",June-Reg,24,727,Y,"Pittsburgh Pirates",C,4/4/1993,"Danville,VA",'6-0,205,R,R,TX,170467,bormj001,657524,Sr,"NCAA 1",58,216,44,59,13,1,4,33,4,0,22,28,18,6,2,0,3,86,264,18,41,.273,.384,.398,.782,.245,.125,.296,8.33,10.61,1.27,54.00
Connor,Panas,2015,Canisius,"Metro Atlantic Athletic Conference",June-Reg,9,272,Y,"Toronto Blue Jays",3B,2/11/1993,"Toronto,ON",'6-0,218,L,R,NY,170529,,664768,Sr,"NCAA 1",62,240,65,91,17,7,10,67,19,5,31,37,16,0,3,0,2,152,290,34,57,.379,.476,.633,1.109,.442,.254,.413,10.69,12.76,1.19,24.00
Nick,Dini,2015,Wagner,"Northeast Conference",June-Reg,14,429,Y,"Kansas City Royals",C,7/27/1993,"Staten Island,NY",'5-7,190,R,R,NY,170572,dinin001,664926,Sr,"NCAA 1",51,176,45,69,18,1,7,44,14,1,30,7,9,0,6,0,5,110,221,26,43,.392,.489,.625,1.114,.477,.233,.369,13.57,3.17,0.23,25.14
Brian,Olson,2015,Seattle,"Western Athletic Conference",June-Reg,34,1010,Y,"Minnesota Twins",C,1/21/1993,"Renton,WA",'6-0,171,R,R,WA,170628,,665027,Sr,"NCAA 1",58,206,27,55,14,1,3,29,2,4,38,35,3,0,4,0,2,80,251,18,37,.267,.382,.388,.770,.296,.121,.302,15.14,13.94,0.92,68.67
Mattingly,Romanin,2015,"Chicago State","Western Athletic Conference",June-Reg,39,1172,Y,"Toronto Blue Jays",IF,2/27/1993,"Burlington,ON",'5-10,185,R,R,IL,170640,,665123,Sr,"NCAA 1",54,201,28,64,11,2,7,39,5,3,26,43,8,3,4,0,2,100,242,20,44,.318,.410,.498,.908,.318,.180,.368,10.74,17.77,1.65,28.71
Gus,Craig,2015,Columbia,"Ivy League",June-Reg,30,905,Y,"Seattle Mariners",OF,4/10/1993,"Eugene,OR",'6-2,220,L,L,NY,170687,,665061,Sr,"NCAA 1",48,184,44,61,14,4,9,36,7,3,14,32,9,0,3,0,3,110,210,27,34,.332,.400,.598,.998,.364,.266,.356,6.67,15.24,2.29,20.44
Jordan,Serena,2015,Columbia,"Ivy League",June-Reg,35,1065,Y,"Los Angeles Angels",OF,8/4/1992,"Littleton,CO",'6-1,220,R,R,NY,170691,,607082,Sr,"NCAA 1",51,207,44,66,8,2,2,23,21,7,20,44,7,4,1,0,4,84,239,12,54,.319,.396,.406,.802,.251,.087,.395,8.37,18.41,2.20,103.50
Ed,Charlton,2015,"New Jersey Tech",Independent,June-Reg,23,685,Y,"Cincinnati Reds",OF,11/20/1992,"Philadelphia,PA",'6-1,190,R,R,NJ,170737,,664891,Sr,"NCAA 1",48,188,46,60,14,3,9,38,15,2,22,30,5,0,0,0,2,107,215,26,34,.319,.405,.569,.974,.436,.250,.342,10.23,13.95,1.36,20.89
Mitchell,Gunsolus,2015,Gonzaga,"West Coast Conference",June-Reg,10,291,Y,"Boston Red Sox",3B,1/23/1993,"Seattle,WA",'6-0,200,L,R,WA,170798,,664834,Sr,"NCAA 1",51,207,46,73,15,3,7,34,4,3,33,32,4,0,1,0,4,115,245,25,48,.353,.449,.556,1.005,.367,.203,.391,13.47,13.06,0.97,29.57
Bradley,Strong,2015,"Western Carolina","Southern Conference",June-Reg,28,832,Y,"Chicago White Sox",3B,7/1/1992,"Richlands,VA",'5-8,175,L,R,NC,170823,,663435,Sr,"NCAA 1",51,215,56,74,16,5,10,58,20,5,17,18,6,4,3,0,3,130,245,31,43,.344,.402,.605,1.007,.409,.261,.337,6.94,7.35,1.06,21.50
Chris,Shaw,2015,Oklahoma,"Big 12 Conference",June-Reg,15,463,Y,"Baltimore Orioles",C,4/25/1994,"Winnipeg,MB",'6-1,215,R,R,OK,170886,,601721,Jr,"NCAA 1",49,170,25,42,9,0,6,15,1,1,7,36,10,1,0,0,8,69,188,15,27,.247,.316,.406,.722,.200,.159,.281,3.72,19.15,5.14,28.33
Walker,Buehler,2015,Vanderbilt,"Southeastern Conference",June-Reg,1,24,Y,"Los Angeles Dodgers",P,7/28/1994,"Lexington,KY",'6-2,185,R,R,TN,170889,buehw001,621111,Jr,"NCAA 1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Jake,Jefferies,2015,"Cal State Fullerton","Big West Conference",June-Reg,39,1184,Y,"Washington Nationals",2B,8/7/1993,"Pleasanton,CA",'6-1,180,B,R,CA,170890,,623239,Jr,"NCAA 1",47,123,14,30,5,0,0,13,3,0,9,19,3,2,5,0,2,35,142,5,25,.244,.300,.285,.585,.138,.041,.275,6.34,13.38,2.11,0.00
